age,workclass,education,education_num,marital-status,occupation,relationship,race,sex,hours-per-week,Income
45, Private, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female,40, <=50K.
61, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,40, <=50K.
23, Private, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,40, <=50K.
44, State-gov, Masters,14, Separated, Prof-specialty, Unmarried, White, Female,40, <=50K.
45, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,50, >50K.
35, State-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,40, <=50K.
17, ?, 10th,6, Never-married, ?, Own-child, White, Female,15, <=50K.
49, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, >50K.
40, Private, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Black, Male,40, >50K.
28, Self-emp-not-inc, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,40, <=50K.
33, Self-emp-inc, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,60, <=50K.
31, State-gov, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,40, <=50K.
38, Local-gov, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male,40, <=50K.
62, Private, 10th,6, Divorced, Sales, Not-in-family, White, Female,35, <=50K.
40, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, <=50K.
61, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, <=50K.
42, Federal-gov, Masters,14, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, >50K.
19, ?, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Male,2, <=50K.
32, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, <=50K.
52, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,40, <=50K.
34, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, <=50K.
37, Private, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female,50, >50K.
30, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,45, >50K.
27, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
25, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,35, <=50K.
32, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,50, <=50K.
47, Self-emp-inc, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,60, >50K.
43, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male,38, >50K.
50, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,36, >50K.
42, Federal-gov, Assoc-acdm,12, Separated, Prof-specialty, Unmarried, White, Female,40, >50K.
31, Private, 11th,7, Never-married, Craft-repair, Not-in-family, White, Male,30, <=50K.
43, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,30, <=50K.
37, Private, HS-grad,9, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,17, <=50K.
58, Private, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,40, <=50K.
32, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Female,38, <=50K.
35, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,38, >50K.
40, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, <=50K.
39, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,45, <=50K.
51, Private, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,55, >50K.
42, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, >50K.
27, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Female,40, <=50K.
69, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,30, <=50K.
74, Private, Assoc-voc,11, Widowed, Priv-house-serv, Not-in-family, White, Female,40, <=50K.
36, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,43, >50K.
23, ?, Some-college,10, Never-married, ?, Own-child, White, Female,23, <=50K.
48, Local-gov, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,40, <=50K.
38, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, <=50K.
68, Private, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,24, <=50K.
40, State-gov, Prof-school,15, Never-married, Prof-specialty, Own-child, White, Female,40, <=50K.
23, Private, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, <=50K.
48, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,40, <=50K.
47, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, <=50K.
55, Private, HS-grad,9, Widowed, Craft-repair, Unmarried, White, Male,51, <=50K.
22, State-gov, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,17, <=50K.
49, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Other-relative, White, Male,40, <=50K.
51, Private, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,40, <=50K.
42, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, >50K.
31, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, >50K.
67, Local-gov, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,24, <=50K.
27, ?, Bachelors,13, Never-married, ?, Not-in-family, Black, Male,45, <=50K.
59, Self-emp-not-inc, Masters,14, Married-civ-spouse, Transport-moving, Husband, White, Male,15, <=50K.
66, Private, HS-grad,9, Widowed, Priv-house-serv, Unmarried, White, Female,25, <=50K.
28, Private, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, White, Male,60, >50K.
33, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, <=50K.
44, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,55, <=50K.
39, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Black, Male,45, >50K.
39, Local-gov, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,42, <=50K.
46, Private, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,38, >50K.
19, Private, Preschool,1, Never-married, Farming-fishing, Not-in-family, White, Male,36, <=50K.
44, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,50, <=50K.
24, Private, HS-grad,9, Never-married, Sales, Own-child, White, Male,40, <=50K.
48, Private, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,42, <=50K.
27, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,50, <=50K.
44, Private, Some-college,10, Divorced, Prof-specialty, Own-child, White, Male,35, <=50K.
30, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,35, <=50K.
32, Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, >50K.
49, Private, Masters,14, Married-civ-spouse, Protective-serv, Husband, White, Male,78, >50K.
37, Self-emp-not-inc, Preschool,1, Married-civ-spouse, Sales, Husband, White, Male,30, <=50K.
24, Private, Bachelors,13, Never-married, Exec-managerial, Other-relative, White, Female,60, >50K.
19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,20, <=50K.
20, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,10, <=50K.
25, Private, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Male,45, <=50K.
29, Private, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, Black, Male,40, <=50K.
43, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, >50K.
35, Local-gov, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,40, <=50K.
47, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,48, >50K.
53, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
27, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, >50K.
32, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,40, <=50K.
36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
55, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,80, <=50K.
41, Private, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,70, <=50K.
49, Self-emp-not-inc, Doctorate,16, Divorced, Prof-specialty, Unmarried, White, Male,63, >50K.
36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
62, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,28, <=50K.
44, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,72, <=50K.
69, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, <=50K.
22, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,40, <=50K.
36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,25, <=50K.
58, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,60, <=50K.
32, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
19, ?, Some-college,10, Never-married, ?, Own-child, White, Male,25, <=50K.
27, Private, Some-college,10, Divorced, Sales, Unmarried, White, Female,35, <=50K.
19, ?, Some-college,10, Never-married, ?, Own-child, White, Male,28, <=50K.
35, Private, HS-grad,9, Never-married, Craft-repair, Other-relative, Other, Male,40, <=50K.
58, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, >50K.
18, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,20, <=50K.
48, Self-emp-not-inc, Assoc-voc,11, Divorced, Tech-support, Other-relative, Black, Female,10, <=50K.
22, Private, 10th,6, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, <=50K.
39, Private, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,40, <=50K.
47, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,60, <=50K.
23, Private, 5th-6th,3, Never-married, Handlers-cleaners, Unmarried, White, Male,40, <=50K.
40, Private, Assoc-voc,11, Never-married, Prof-specialty, Own-child, White, Female,36, <=50K.
35, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, <=50K.
20, ?, Some-college,10, Never-married, ?, Own-child, White, Male,32, <=50K.
41, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, >50K.
27, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,35, <=50K.
58, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, >50K.
38, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40, <=50K.
40, State-gov, Bachelors,13, Divorced, Adm-clerical, Unmarried, Black, Female,40, <=50K.
29, Private, HS-grad,9, Separated, Priv-house-serv, Unmarried, Black, Female,55, <=50K.
28, State-gov, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, Black, Female,40, <=50K.
35, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,40, <=50K.
18, Private, 12th,8, Never-married, Machine-op-inspct, Own-child, Black, Female,40, <=50K.
29, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, <=50K.
25, Private, Some-college,10, Never-married, Sales, Other-relative, White, Male,40, <=50K.
65, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,22, <=50K.
19, Private, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,15, <=50K.
37, Private, 9th,5, Separated, Other-service, Unmarried, White, Female,25, <=50K.
22, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,40, <=50K.
70, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, <=50K.
21, Local-gov, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,32, <=50K.
21, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,40, <=50K.
23, Private, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Female,40, <=50K.
46, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, <=50K.
33, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,50, >50K.
36, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, >50K.
42, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, >50K.
52, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,40, <=50K.
55, ?, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,6, >50K.
60, Local-gov, Some-college,10, Widowed, Farming-fishing, Not-in-family, White, Male,40, <=50K.
57, Local-gov, 7th-8th,4, Divorced, Exec-managerial, Unmarried, White, Female,40, <=50K.
35, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, >50K.
24, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,40, <=50K.
37, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, >50K.
45, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40, >50K.
48, Federal-gov, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,40, <=50K.
22, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,42, <=50K.
45, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,40, <=50K.
32, Private, HS-grad,9, Divorced, Transport-moving, Own-child, White, Male,40, <=50K.
35, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, <=50K.
22, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,40, <=50K.
34, Private, 9th,5, Separated, Adm-clerical, Unmarried, White, Female,38, <=50K.
25, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,45, <=50K.
39, Private, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Female,40, <=50K.
44, Federal-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
33, Private, 1st-4th,2, Divorced, Machine-op-inspct, Unmarried, White, Female,40, <=50K.
48, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, <=50K.
58, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, <=50K.
36, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,60, <=50K.
53, Self-emp-not-inc, HS-grad,9, Widowed, Farming-fishing, Unmarried, White, Female,55, <=50K.
25, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, <=50K.
21, Private, Bachelors,13, Never-married, Sales, Own-child, Black, Female,30, <=50K.
36, Private, 5th-6th,3, Married-civ-spouse, Priv-house-serv, Wife, White, Female,40, <=50K.
51, State-gov, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,40, <=50K.
26, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, <=50K.
41, Private, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,40, <=50K.
23, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,40, <=50K.
20, Private, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,25, <=50K.
58, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,50, >50K.
21, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,25, <=50K.
32, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, >50K.
54, ?, Doctorate,16, Married-spouse-absent, ?, Unmarried, Asian-Pac-Islander, Male,20, <=50K.
62, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, <=50K.
29, ?, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,40, <=50K.
43, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,60, <=50K.
20, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,60, <=50K.
23, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,20, <=50K.
26, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,40, <=50K.
33, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, >50K.
30, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,40, <=50K.
63, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,45, <=50K.
45, Private, HS-grad,9, Divorced, Sales, Own-child, White, Female,40, <=50K.
39, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,40, <=50K.
26, Private, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Male,30, <=50K.
28, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,5, <=50K.
20, ?, Some-college,10, Never-married, ?, Own-child, White, Male,40, <=50K.
39, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,40, <=50K.
34, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,42, <=50K.
